"","GEOID","Census_Tract","County","State","year","total","yes_internet","no_internet"
"655","24027602800","Census Tract 6028"," Howard County"," Maryland","2020",2048,2030,18
"656","24027602900","Census Tract 6029"," Howard County"," Maryland","2020",2059,1863,180
"657","24027603001","Census Tract 6030.01"," Howard County"," Maryland","2020",2481,2215,233
"658","24027603003","Census Tract 6030.03"," Howard County"," Maryland","2020",1410,1345,57
"659","24027603004","Census Tract 6030.04"," Howard County"," Maryland","2020",2630,2431,170
"660","24027604001","Census Tract 6040.01"," Howard County"," Maryland","2020",1995,1939,56
"661","24027604003","Census Tract 6040.03"," Howard County"," Maryland","2020",1306,1227,62
"662","24027604004","Census Tract 6040.04"," Howard County"," Maryland","2020",1441,1330,94
"663","24027605103","Census Tract 6051.03"," Howard County"," Maryland","2020",1721,1648,54
"664","24027605104","Census Tract 6051.04"," Howard County"," Maryland","2020",1779,1712,67
"665","24027605105","Census Tract 6051.05"," Howard County"," Maryland","2020",2404,2386,0
"666","24027605106","Census Tract 6051.06"," Howard County"," Maryland","2020",1297,1260,26
"667","24027605401","Census Tract 6054.01"," Howard County"," Maryland","2020",2316,2262,54
"668","24027605403","Census Tract 6054.03"," Howard County"," Maryland","2020",1788,1589,144
"669","24027605404","Census Tract 6054.04"," Howard County"," Maryland","2020",2401,2151,131
"670","24027605502","Census Tract 6055.02"," Howard County"," Maryland","2020",1825,1733,41
"671","24027605503","Census Tract 6055.03"," Howard County"," Maryland","2020",2152,1838,206
"672","24027605504","Census Tract 6055.04"," Howard County"," Maryland","2020",797,797,0
"673","24027605505","Census Tract 6055.05"," Howard County"," Maryland","2020",1943,1909,34
"674","24027605601","Census Tract 6056.01"," Howard County"," Maryland","2020",3231,2939,232
"675","24027605602","Census Tract 6056.02"," Howard County"," Maryland","2020",3215,3148,67
"676","24027606601","Census Tract 6066.01"," Howard County"," Maryland","2020",1279,1233,35
"677","24027606603","Census Tract 6066.03"," Howard County"," Maryland","2020",3169,3041,100
"678","24027606604","Census Tract 6066.04"," Howard County"," Maryland","2020",1605,1589,16
"679","24027606606","Census Tract 6066.06"," Howard County"," Maryland","2020",2260,2090,150
"680","24027606607","Census Tract 6066.07"," Howard County"," Maryland","2020",1572,1480,68
"681","24027606701","Census Tract 6067.01"," Howard County"," Maryland","2020",873,857,2
"682","24027606704","Census Tract 6067.04"," Howard County"," Maryland","2020",2673,2318,340
"683","24027606706","Census Tract 6067.06"," Howard County"," Maryland","2020",2032,1951,73
"684","24027606708","Census Tract 6067.08"," Howard County"," Maryland","2020",2491,2346,134
"685","24027606803","Census Tract 6068.03"," Howard County"," Maryland","2020",2352,2205,139
"686","24027606804","Census Tract 6068.04"," Howard County"," Maryland","2020",1173,1140,0
"687","24027606805","Census Tract 6068.05"," Howard County"," Maryland","2020",1610,1569,23
"688","24027606807","Census Tract 6068.07"," Howard County"," Maryland","2020",651,633,18
"689","24027606808","Census Tract 6068.08"," Howard County"," Maryland","2020",1925,1903,22
"690","24027606901","Census Tract 6069.01"," Howard County"," Maryland","2020",2513,2367,123
"691","24027606904","Census Tract 6069.04"," Howard County"," Maryland","2020",1465,1406,27
"692","24027606905","Census Tract 6069.05"," Howard County"," Maryland","2020",2837,2746,91
"693","24027606906","Census Tract 6069.06"," Howard County"," Maryland","2020",2133,1946,145
"694","24027606907","Census Tract 6069.07"," Howard County"," Maryland","2020",2367,2296,57
"695","24029950100","Census Tract 9501"," Kent County"," Maryland","2020",1619,1316,242
"696","24029950200","Census Tract 9502"," Kent County"," Maryland","2020",1877,1354,444
"697","24029950300","Census Tract 9503"," Kent County"," Maryland","2020",2373,1630,586
"698","24029950400","Census Tract 9504"," Kent County"," Maryland","2020",1253,1015,228
"699","24029950500","Census Tract 9505"," Kent County"," Maryland","2020",1152,878,261
"700","24029990000","Census Tract 9900"," Kent County"," Maryland","2020",0,0,0
"701","24031700101","Census Tract 7001.01"," Montgomery County"," Maryland","2020",1556,1512,32
"702","24031700103","Census Tract 7001.03"," Montgomery County"," Maryland","2020",1786,1611,150
"703","24031700104","Census Tract 7001.04"," Montgomery County"," Maryland","2020",1739,1622,80
"704","24031700105","Census Tract 7001.05"," Montgomery County"," Maryland","2020",2046,2020,0
"705","24031700204","Census Tract 7002.04"," Montgomery County"," Maryland","2020",847,727,98
"706","24031700206","Census Tract 7002.06"," Montgomery County"," Maryland","2020",1875,1815,51
"707","24031700207","Census Tract 7002.07"," Montgomery County"," Maryland","2020",1768,1662,58
"708","24031700208","Census Tract 7002.08"," Montgomery County"," Maryland","2020",749,689,60
"709","24031700209","Census Tract 7002.09"," Montgomery County"," Maryland","2020",1575,1417,26
"710","24031700210","Census Tract 7002.10"," Montgomery County"," Maryland","2020",2553,2442,47
"711","24031700306","Census Tract 7003.06"," Montgomery County"," Maryland","2020",2363,2308,55
"712","24031700308","Census Tract 7003.08"," Montgomery County"," Maryland","2020",2371,2247,77
"713","24031700309","Census Tract 7003.09"," Montgomery County"," Maryland","2020",1884,1829,55
"714","24031700310","Census Tract 7003.10"," Montgomery County"," Maryland","2020",2620,2575,26
"715","24031700313","Census Tract 7003.13"," Montgomery County"," Maryland","2020",1417,1417,0
"716","24031700314","Census Tract 7003.14"," Montgomery County"," Maryland","2020",1099,1051,3
"717","24031700315","Census Tract 7003.15"," Montgomery County"," Maryland","2020",1701,1691,10
"718","24031700316","Census Tract 7003.16"," Montgomery County"," Maryland","2020",1079,1058,21
"719","24031700317","Census Tract 7003.17"," Montgomery County"," Maryland","2020",1607,1554,43
"720","24031700318","Census Tract 7003.18"," Montgomery County"," Maryland","2020",982,951,13
"721","24031700400","Census Tract 7004"," Montgomery County"," Maryland","2020",804,747,51
"722","24031700500","Census Tract 7005"," Montgomery County"," Maryland","2020",2224,2114,84
"723","24031700604","Census Tract 7006.04"," Montgomery County"," Maryland","2020",2293,2277,16
"724","24031700606","Census Tract 7006.06"," Montgomery County"," Maryland","2020",1331,1289,18
"725","24031700608","Census Tract 7006.08"," Montgomery County"," Maryland","2020",1742,1644,74
"726","24031700610","Census Tract 7006.10"," Montgomery County"," Maryland","2020",729,722,3
"727","24031700611","Census Tract 7006.11"," Montgomery County"," Maryland","2020",1660,1660,0
"728","24031700613","Census Tract 7006.13"," Montgomery County"," Maryland","2020",2034,1956,65
"729","24031700614","Census Tract 7006.14"," Montgomery County"," Maryland","2020",2243,1981,189
"730","24031700615","Census Tract 7006.15"," Montgomery County"," Maryland","2020",1005,977,23
"731","24031700616","Census Tract 7006.16"," Montgomery County"," Maryland","2020",1685,1675,10
"732","24031700617","Census Tract 7006.17"," Montgomery County"," Maryland","2020",739,733,6
"733","24031700618","Census Tract 7006.18"," Montgomery County"," Maryland","2020",1632,1632,0
"734","24031700706","Census Tract 7007.06"," Montgomery County"," Maryland","2020",1578,1420,158
"735","24031700710","Census Tract 7007.10"," Montgomery County"," Maryland","2020",1980,1834,77
"736","24031700711","Census Tract 7007.11"," Montgomery County"," Maryland","2020",2193,2137,43
"737","24031700713","Census Tract 7007.13"," Montgomery County"," Maryland","2020",1886,1542,268
"738","24031700715","Census Tract 7007.15"," Montgomery County"," Maryland","2020",2031,1996,35
"739","24031700718","Census Tract 7007.18"," Montgomery County"," Maryland","2020",3237,3103,40
"740","24031700720","Census Tract 7007.20"," Montgomery County"," Maryland","2020",943,878,43
"741","24031700721","Census Tract 7007.21"," Montgomery County"," Maryland","2020",1574,1440,112
"742","24031700723","Census Tract 7007.23"," Montgomery County"," Maryland","2020",1831,1474,297
"743","24031700724","Census Tract 7007.24"," Montgomery County"," Maryland","2020",1116,843,232
"744","24031700725","Census Tract 7007.25"," Montgomery County"," Maryland","2020",1749,1455,183
"745","24031700726","Census Tract 7007.26"," Montgomery County"," Maryland","2020",1542,1326,168
"746","24031700727","Census Tract 7007.27"," Montgomery County"," Maryland","2020",499,419,74
"747","24031700728","Census Tract 7007.28"," Montgomery County"," Maryland","2020",664,659,5
"748","24031700729","Census Tract 7007.29"," Montgomery County"," Maryland","2020",886,886,0
"749","24031700730","Census Tract 7007.30"," Montgomery County"," Maryland","2020",1715,1482,177
"750","24031700731","Census Tract 7007.31"," Montgomery County"," Maryland","2020",1319,1147,86
"751","24031700732","Census Tract 7007.32"," Montgomery County"," Maryland","2020",1016,821,195
"752","24031700733","Census Tract 7007.33"," Montgomery County"," Maryland","2020",1936,1750,73
"753","24031700810","Census Tract 7008.10"," Montgomery County"," Maryland","2020",1882,1823,50
"754","24031700811","Census Tract 7008.11"," Montgomery County"," Maryland","2020",1428,1380,37
"755","24031700812","Census Tract 7008.12"," Montgomery County"," Maryland","2020",1641,1319,119
"756","24031700813","Census Tract 7008.13"," Montgomery County"," Maryland","2020",1954,1631,308
"757","24031700815","Census Tract 7008.15"," Montgomery County"," Maryland","2020",2425,2303,110
"758","24031700818","Census Tract 7008.18"," Montgomery County"," Maryland","2020",2325,2118,152
"759","24031700819","Census Tract 7008.19"," Montgomery County"," Maryland","2020",2234,2182,6
"760","24031700820","Census Tract 7008.20"," Montgomery County"," Maryland","2020",1105,1074,25
"761","24031700822","Census Tract 7008.22"," Montgomery County"," Maryland","2020",663,595,68
"762","24031700823","Census Tract 7008.23"," Montgomery County"," Maryland","2020",1059,1050,9
"763","24031700824","Census Tract 7008.24"," Montgomery County"," Maryland","2020",926,906,20
"764","24031700826","Census Tract 7008.26"," Montgomery County"," Maryland","2020",2648,2516,132
"765","24031700828","Census Tract 7008.28"," Montgomery County"," Maryland","2020",792,776,11
"766","24031700829","Census Tract 7008.29"," Montgomery County"," Maryland","2020",1228,1222,6
"767","24031700830","Census Tract 7008.30"," Montgomery County"," Maryland","2020",1020,948,72
"768","24031700832","Census Tract 7008.32"," Montgomery County"," Maryland","2020",887,826,61
"769","24031700833","Census Tract 7008.33"," Montgomery County"," Maryland","2020",1273,1112,129
"770","24031700834","Census Tract 7008.34"," Montgomery County"," Maryland","2020",1645,1558,70
"771","24031700835","Census Tract 7008.35"," Montgomery County"," Maryland","2020",1408,1322,68
"772","24031700836","Census Tract 7008.36"," Montgomery County"," Maryland","2020",600,579,21
"773","24031700837","Census Tract 7008.37"," Montgomery County"," Maryland","2020",2198,2084,47
"774","24031700838","Census Tract 7008.38"," Montgomery County"," Maryland","2020",1562,1508,40
"775","24031700839","Census Tract 7008.39"," Montgomery County"," Maryland","2020",2357,2298,46
"776","24031700901","Census Tract 7009.01"," Montgomery County"," Maryland","2020",2836,2407,300
"777","24031700902","Census Tract 7009.02"," Montgomery County"," Maryland","2020",1369,1310,52
"778","24031700903","Census Tract 7009.03"," Montgomery County"," Maryland","2020",657,620,32
"779","24031700904","Census Tract 7009.04"," Montgomery County"," Maryland","2020",1507,1313,151
"780","24031700905","Census Tract 7009.05"," Montgomery County"," Maryland","2020",1537,1452,54
"781","24031701001","Census Tract 7010.01"," Montgomery County"," Maryland","2020",2152,2002,90
"782","24031701002","Census Tract 7010.02"," Montgomery County"," Maryland","2020",1538,1518,20
"783","24031701004","Census Tract 7010.04"," Montgomery County"," Maryland","2020",1746,1718,8
"784","24031701005","Census Tract 7010.05"," Montgomery County"," Maryland","2020",1104,1058,34
"785","24031701006","Census Tract 7010.06"," Montgomery County"," Maryland","2020",1877,1821,30
"786","24031701007","Census Tract 7010.07"," Montgomery County"," Maryland","2020",1468,1409,34
"787","24031701101","Census Tract 7011.01"," Montgomery County"," Maryland","2020",1561,1327,145
"788","24031701102","Census Tract 7011.02"," Montgomery County"," Maryland","2020",2055,1890,152
"789","24031701201","Census Tract 7012.01"," Montgomery County"," Maryland","2020",2339,2287,32
"790","24031701202","Census Tract 7012.02"," Montgomery County"," Maryland","2020",989,953,21
"791","24031701205","Census Tract 7012.05"," Montgomery County"," Maryland","2020",2331,2270,48
"792","24031701206","Census Tract 7012.06"," Montgomery County"," Maryland","2020",2012,1958,50
"793","24031701210","Census Tract 7012.10"," Montgomery County"," Maryland","2020",1259,1210,39
"794","24031701211","Census Tract 7012.11"," Montgomery County"," Maryland","2020",2275,2234,41
"795","24031701212","Census Tract 7012.12"," Montgomery County"," Maryland","2020",831,788,32
"796","24031701214","Census Tract 7012.14"," Montgomery County"," Maryland","2020",2014,1997,17
"797","24031701215","Census Tract 7012.15"," Montgomery County"," Maryland","2020",2558,2299,76
"798","24031701216","Census Tract 7012.16"," Montgomery County"," Maryland","2020",3173,3082,42
"799","24031701218","Census Tract 7012.18"," Montgomery County"," Maryland","2020",1389,1241,127
"800","24031701219","Census Tract 7012.19"," Montgomery County"," Maryland","2020",1779,1509,236
"801","24031701220","Census Tract 7012.20"," Montgomery County"," Maryland","2020",1147,1135,12
"802","24031701221","Census Tract 7012.21"," Montgomery County"," Maryland","2020",1684,1600,84
"803","24031701222","Census Tract 7012.22"," Montgomery County"," Maryland","2020",1751,1676,75
"804","24031701223","Census Tract 7012.23"," Montgomery County"," Maryland","2020",1508,1508,0
"805","24031701303","Census Tract 7013.03"," Montgomery County"," Maryland","2020",1349,1290,30
"806","24031701304","Census Tract 7013.04"," Montgomery County"," Maryland","2020",2139,2063,76
"807","24031701306","Census Tract 7013.06"," Montgomery County"," Maryland","2020",913,894,19
"808","24031701307","Census Tract 7013.07"," Montgomery County"," Maryland","2020",1559,1509,42
"809","24031701308","Census Tract 7013.08"," Montgomery County"," Maryland","2020",1296,1225,60
"810","24031701312","Census Tract 7013.12"," Montgomery County"," Maryland","2020",1979,1948,31
"811","24031701313","Census Tract 7013.13"," Montgomery County"," Maryland","2020",1142,1123,19
"812","24031701314","Census Tract 7013.14"," Montgomery County"," Maryland","2020",1024,999,7
"813","24031701315","Census Tract 7013.15"," Montgomery County"," Maryland","2020",1723,1605,106
"814","24031701316","Census Tract 7013.16"," Montgomery County"," Maryland","2020",2357,2222,135
"815","24031701317","Census Tract 7013.17"," Montgomery County"," Maryland","2020",1297,1186,48
"816","24031701407","Census Tract 7014.07"," Montgomery County"," Maryland","2020",1857,1808,39
"817","24031701408","Census Tract 7014.08"," Montgomery County"," Maryland","2020",1730,1684,46
"818","24031701409","Census Tract 7014.09"," Montgomery County"," Maryland","2020",1338,1298,40
"819","24031701414","Census Tract 7014.14"," Montgomery County"," Maryland","2020",2256,2156,83
"820","24031701415","Census Tract 7014.15"," Montgomery County"," Maryland","2020",2448,2410,38
"821","24031701417","Census Tract 7014.17"," Montgomery County"," Maryland","2020",2422,2394,28
"822","24031701418","Census Tract 7014.18"," Montgomery County"," Maryland","2020",1117,1080,21
"823","24031701422","Census Tract 7014.22"," Montgomery County"," Maryland","2020",1049,1020,19
"824","24031701423","Census Tract 7014.23"," Montgomery County"," Maryland","2020",1860,1712,148
"825","24031701424","Census Tract 7014.24"," Montgomery County"," Maryland","2020",945,916,15
"826","24031701425","Census Tract 7014.25"," Montgomery County"," Maryland","2020",1828,1262,161
"827","24031701426","Census Tract 7014.26"," Montgomery County"," Maryland","2020",1897,1788,56
"828","24031701427","Census Tract 7014.27"," Montgomery County"," Maryland","2020",887,887,0
"829","24031701503","Census Tract 7015.03"," Montgomery County"," Maryland","2020",2113,1916,197
"830","24031701505","Census Tract 7015.05"," Montgomery County"," Maryland","2020",2341,2144,184
"831","24031701506","Census Tract 7015.06"," Montgomery County"," Maryland","2020",1729,1695,24
"832","24031701507","Census Tract 7015.07"," Montgomery County"," Maryland","2020",1971,1835,80
"833","24031701508","Census Tract 7015.08"," Montgomery County"," Maryland","2020",1521,1404,73
"834","24031701509","Census Tract 7015.09"," Montgomery County"," Maryland","2020",2060,1837,114
"835","24031701601","Census Tract 7016.01"," Montgomery County"," Maryland","2020",725,631,81
"836","24031701602","Census Tract 7016.02"," Montgomery County"," Maryland","2020",1833,1615,143
"837","24031701701","Census Tract 7017.01"," Montgomery County"," Maryland","2020",1497,1311,153
"838","24031701702","Census Tract 7017.02"," Montgomery County"," Maryland","2020",1022,913,101
"839","24031701703","Census Tract 7017.03"," Montgomery County"," Maryland","2020",1291,1228,10
"840","24031701704","Census Tract 7017.04"," Montgomery County"," Maryland","2020",1033,969,64
"841","24031701800","Census Tract 7018"," Montgomery County"," Maryland","2020",1754,1585,141
"842","24031701900","Census Tract 7019"," Montgomery County"," Maryland","2020",1211,1141,61
"843","24031702000","Census Tract 7020"," Montgomery County"," Maryland","2020",1540,1283,245
"844","24031702101","Census Tract 7021.01"," Montgomery County"," Maryland","2020",1824,1609,157
"845","24031702102","Census Tract 7021.02"," Montgomery County"," Maryland","2020",1122,1054,68
"846","24031702200","Census Tract 7022"," Montgomery County"," Maryland","2020",1570,1561,9
"847","24031702301","Census Tract 7023.01"," Montgomery County"," Maryland","2020",1324,1224,100
"848","24031702302","Census Tract 7023.02"," Montgomery County"," Maryland","2020",1706,1541,146
"849","24031702401","Census Tract 7024.01"," Montgomery County"," Maryland","2020",1078,1065,13
"850","24031702402","Census Tract 7024.02"," Montgomery County"," Maryland","2020",2016,2003,13
"851","24031702501","Census Tract 7025.01"," Montgomery County"," Maryland","2020",2201,2138,63
"852","24031702502","Census Tract 7025.02"," Montgomery County"," Maryland","2020",780,648,42
"853","24031702503","Census Tract 7025.03"," Montgomery County"," Maryland","2020",2141,1937,146
"854","24031702602","Census Tract 7026.02"," Montgomery County"," Maryland","2020",2110,2023,28
"855","24031702603","Census Tract 7026.03"," Montgomery County"," Maryland","2020",1052,989,63
"856","24031702604","Census Tract 7026.04"," Montgomery County"," Maryland","2020",1520,1330,134
"857","24031702700","Census Tract 7027"," Montgomery County"," Maryland","2020",2450,2192,221
"858","24031702800","Census Tract 7028"," Montgomery County"," Maryland","2020",2735,2381,336
"859","24031702900","Census Tract 7029"," Montgomery County"," Maryland","2020",2320,2172,130
"860","24031703000","Census Tract 7030"," Montgomery County"," Maryland","2020",678,657,18
"861","24031703100","Census Tract 7031"," Montgomery County"," Maryland","2020",1466,1423,43
"862","24031703201","Census Tract 7032.01"," Montgomery County"," Maryland","2020",2353,2160,117
"863","24031703202","Census Tract 7032.02"," Montgomery County"," Maryland","2020",2089,1968,108
"864","24031703206","Census Tract 7032.06"," Montgomery County"," Maryland","2020",1129,1072,45
"865","24031703207","Census Tract 7032.07"," Montgomery County"," Maryland","2020",1607,1501,65
"866","24031703208","Census Tract 7032.08"," Montgomery County"," Maryland","2020",1653,1595,58
"867","24031703209","Census Tract 7032.09"," Montgomery County"," Maryland","2020",2387,2279,91
"868","24031703210","Census Tract 7032.10"," Montgomery County"," Maryland","2020",1321,1254,47
"869","24031703213","Census Tract 7032.13"," Montgomery County"," Maryland","2020",2308,2005,259
"870","24031703214","Census Tract 7032.14"," Montgomery County"," Maryland","2020",2416,2123,232
"871","24031703215","Census Tract 7032.15"," Montgomery County"," Maryland","2020",1023,928,95
"872","24031703216","Census Tract 7032.16"," Montgomery County"," Maryland","2020",2179,1759,332
"873","24031703218","Census Tract 7032.18"," Montgomery County"," Maryland","2020",1604,1323,240
"874","24031703219","Census Tract 7032.19"," Montgomery County"," Maryland","2020",2432,2073,254
"875","24031703220","Census Tract 7032.20"," Montgomery County"," Maryland","2020",1848,1569,250
"876","24031703221","Census Tract 7032.21"," Montgomery County"," Maryland","2020",1561,1487,39
"877","24031703222","Census Tract 7032.22"," Montgomery County"," Maryland","2020",1532,1405,127
"878","24031703223","Census Tract 7032.23"," Montgomery County"," Maryland","2020",1767,1601,126
"879","24031703301","Census Tract 7033.01"," Montgomery County"," Maryland","2020",1358,1206,137
"880","24031703302","Census Tract 7033.02"," Montgomery County"," Maryland","2020",1185,1011,159
"881","24031703401","Census Tract 7034.01"," Montgomery County"," Maryland","2020",1378,1244,127
"882","24031703402","Census Tract 7034.02"," Montgomery County"," Maryland","2020",1063,1030,33
"883","24031703403","Census Tract 7034.03"," Montgomery County"," Maryland","2020",951,872,61
"884","24031703404","Census Tract 7034.04"," Montgomery County"," Maryland","2020",877,763,112
"885","24031703501","Census Tract 7035.01"," Montgomery County"," Maryland","2020",2009,1816,147
"886","24031703502","Census Tract 7035.02"," Montgomery County"," Maryland","2020",1184,1099,78
"887","24031703601","Census Tract 7036.01"," Montgomery County"," Maryland","2020",1814,1586,155
"888","24031703602","Census Tract 7036.02"," Montgomery County"," Maryland","2020",1018,1003,15
"889","24031703701","Census Tract 7037.01"," Montgomery County"," Maryland","2020",1170,1073,97
"890","24031703702","Census Tract 7037.02"," Montgomery County"," Maryland","2020",1246,1161,67
"891","24031703800","Census Tract 7038"," Montgomery County"," Maryland","2020",1847,1674,105
"892","24031703901","Census Tract 7039.01"," Montgomery County"," Maryland","2020",1102,1027,59
"893","24031703902","Census Tract 7039.02"," Montgomery County"," Maryland","2020",2528,2358,145
"894","24031704000","Census Tract 7040"," Montgomery County"," Maryland","2020",2268,2051,176
"895","24031704100","Census Tract 7041"," Montgomery County"," Maryland","2020",1667,1509,50
"896","24031704200","Census Tract 7042"," Montgomery County"," Maryland","2020",823,788,28
"897","24031704300","Census Tract 7043"," Montgomery County"," Maryland","2020",1315,1285,18
"898","24031704401","Census Tract 7044.01"," Montgomery County"," Maryland","2020",1027,1027,0
"899","24031704403","Census Tract 7044.03"," Montgomery County"," Maryland","2020",930,881,42
"900","24031704404","Census Tract 7044.04"," Montgomery County"," Maryland","2020",2120,2007,100
"901","24031704501","Census Tract 7045.01"," Montgomery County"," Maryland","2020",1060,1025,15
"902","24031704502","Census Tract 7045.02"," Montgomery County"," Maryland","2020",907,880,22
"903","24031704503","Census Tract 7045.03"," Montgomery County"," Maryland","2020",1357,1300,8
"904","24031704600","Census Tract 7046"," Montgomery County"," Maryland","2020",1849,1827,22
"905","24031704700","Census Tract 7047"," Montgomery County"," Maryland","2020",1318,1303,9
"906","24031704803","Census Tract 7048.03"," Montgomery County"," Maryland","2020",2187,1929,99
"907","24031704804","Census Tract 7048.04"," Montgomery County"," Maryland","2020",1000,977,7
"908","24031704805","Census Tract 7048.05"," Montgomery County"," Maryland","2020",1241,1182,53
"909","24031704806","Census Tract 7048.06"," Montgomery County"," Maryland","2020",2344,2114,55
"910","24031705000","Census Tract 7050"," Montgomery County"," Maryland","2020",1763,1639,124
"911","24031705100","Census Tract 7051"," Montgomery County"," Maryland","2020",1890,1812,69
"912","24031705200","Census Tract 7052"," Montgomery County"," Maryland","2020",1101,1070,29
"913","24031705300","Census Tract 7053"," Montgomery County"," Maryland","2020",679,648,20
"914","24031705400","Census Tract 7054"," Montgomery County"," Maryland","2020",1006,1006,0
"915","24031705501","Census Tract 7055.01"," Montgomery County"," Maryland","2020",1188,1095,39
"916","24031705502","Census Tract 7055.02"," Montgomery County"," Maryland","2020",1662,1604,50
"917","24031705601","Census Tract 7056.01"," Montgomery County"," Maryland","2020",1151,1117,34
"918","24031705602","Census Tract 7056.02"," Montgomery County"," Maryland","2020",2523,2269,202
"919","24031705701","Census Tract 7057.01"," Montgomery County"," Maryland","2020",1598,1522,68
"920","24031705702","Census Tract 7057.02"," Montgomery County"," Maryland","2020",1590,1554,22
"921","24031705800","Census Tract 7058"," Montgomery County"," Maryland","2020",2336,2254,63
"922","24031705901","Census Tract 7059.01"," Montgomery County"," Maryland","2020",1480,1379,47
"923","24031705902","Census Tract 7059.02"," Montgomery County"," Maryland","2020",1362,1323,32
"924","24031705903","Census Tract 7059.03"," Montgomery County"," Maryland","2020",1739,1739,0
"925","24031706005","Census Tract 7060.05"," Montgomery County"," Maryland","2020",1548,1481,25
"926","24031706007","Census Tract 7060.07"," Montgomery County"," Maryland","2020",2204,2188,0
"927","24031706008","Census Tract 7060.08"," Montgomery County"," Maryland","2020",1972,1931,8
"928","24031706009","Census Tract 7060.09"," Montgomery County"," Maryland","2020",1719,1698,9
"929","24031706010","Census Tract 7060.10"," Montgomery County"," Maryland","2020",1135,1079,56
"930","24031706011","Census Tract 7060.11"," Montgomery County"," Maryland","2020",1821,1800,21
"931","24031706012","Census Tract 7060.12"," Montgomery County"," Maryland","2020",1837,1681,133
"932","24031706013","Census Tract 7060.13"," Montgomery County"," Maryland","2020",884,872,12
"933","24033800102","Census Tract 8001.02"," Prince George's County"," Maryland","2020",1288,1191,86
"934","24033800103","Census Tract 8001.03"," Prince George's County"," Maryland","2020",832,665,139
"935","24033800105","Census Tract 8001.05"," Prince George's County"," Maryland","2020",1178,1130,31
"936","24033800106","Census Tract 8001.06"," Prince George's County"," Maryland","2020",1003,989,14
"937","24033800108","Census Tract 8001.08"," Prince George's County"," Maryland","2020",1424,1359,43
"938","24033800109","Census Tract 8001.09"," Prince George's County"," Maryland","2020",1145,995,122
"939","24033800203","Census Tract 8002.03"," Prince George's County"," Maryland","2020",1490,1408,77
"940","24033800206","Census Tract 8002.06"," Prince George's County"," Maryland","2020",1553,1424,105
"941","24033800209","Census Tract 8002.09"," Prince George's County"," Maryland","2020",1334,1220,114
"942","24033800210","Census Tract 8002.10"," Prince George's County"," Maryland","2020",1121,967,119
"943","24033800211","Census Tract 8002.11"," Prince George's County"," Maryland","2020",1303,1105,191
"944","24033800212","Census Tract 8002.12"," Prince George's County"," Maryland","2020",2196,2068,109
"945","24033800213","Census Tract 8002.13"," Prince George's County"," Maryland","2020",1421,1359,54
"946","24033800216","Census Tract 8002.16"," Prince George's County"," Maryland","2020",1359,1213,133
"947","24033800217","Census Tract 8002.17"," Prince George's County"," Maryland","2020",1479,1435,40
"948","24033800218","Census Tract 8002.18"," Prince George's County"," Maryland","2020",2191,2051,127
"949","24033800401","Census Tract 8004.01"," Prince George's County"," Maryland","2020",858,835,17
"950","24033800402","Census Tract 8004.02"," Prince George's County"," Maryland","2020",1847,1805,42
"951","24033800403","Census Tract 8004.03"," Prince George's County"," Maryland","2020",1268,1251,17
"952","24033800408","Census Tract 8004.08"," Prince George's County"," Maryland","2020",1925,1903,8
"953","24033800409","Census Tract 8004.09"," Prince George's County"," Maryland","2020",2274,2075,55
"954","24033800410","Census Tract 8004.10"," Prince George's County"," Maryland","2020",1718,1699,19
"955","24033800411","Census Tract 8004.11"," Prince George's County"," Maryland","2020",1300,1282,11
"956","24033800412","Census Tract 8004.12"," Prince George's County"," Maryland","2020",1219,1085,134
"957","24033800413","Census Tract 8004.13"," Prince George's County"," Maryland","2020",1388,1299,78
"958","24033800504","Census Tract 8005.04"," Prince George's County"," Maryland","2020",1651,1522,66
"959","24033800505","Census Tract 8005.05"," Prince George's County"," Maryland","2020",940,917,23
"960","24033800507","Census Tract 8005.07"," Prince George's County"," Maryland","2020",1103,1065,17
"961","24033800511","Census Tract 8005.11"," Prince George's County"," Maryland","2020",1999,1865,77
"962","24033800513","Census Tract 8005.13"," Prince George's County"," Maryland","2020",2076,2057,14
"963","24033800514","Census Tract 8005.14"," Prince George's County"," Maryland","2020",2014,2014,0
"964","24033800515","Census Tract 8005.15"," Prince George's County"," Maryland","2020",1960,1891,69
"965","24033800516","Census Tract 8005.16"," Prince George's County"," Maryland","2020",1562,1453,80
"966","24033800517","Census Tract 8005.17"," Prince George's County"," Maryland","2020",1899,1804,58
"967","24033800518","Census Tract 8005.18"," Prince George's County"," Maryland","2020",1122,1065,47
"968","24033800519","Census Tract 8005.19"," Prince George's County"," Maryland","2020",1446,1419,0
"969","24033800520","Census Tract 8005.20"," Prince George's County"," Maryland","2020",979,832,91
"970","24033800521","Census Tract 8005.21"," Prince George's County"," Maryland","2020",3087,2876,211
"971","24033800522","Census Tract 8005.22"," Prince George's County"," Maryland","2020",1314,1293,0
"972","24033800605","Census Tract 8006.05"," Prince George's County"," Maryland","2020",1408,1323,72
"973","24033800606","Census Tract 8006.06"," Prince George's County"," Maryland","2020",2125,1981,98
"974","24033800607","Census Tract 8006.07"," Prince George's County"," Maryland","2020",1998,1951,34
"975","24033800608","Census Tract 8006.08"," Prince George's County"," Maryland","2020",2348,2255,29
"976","24033800609","Census Tract 8006.09"," Prince George's County"," Maryland","2020",1383,1280,98
"977","24033800701","Census Tract 8007.01"," Prince George's County"," Maryland","2020",2513,2513,0
