X.1,workorderid,date,description,address,LAT,LON,address1,,,,,,,,,,,,,,,,,,
1049,1373197,9/9/24,WATER MAIN BREAK,4000 BALFERN AVE,39.3172464,-76.5594212,"4000 BALFERN AVE, baltimore",,,,,,,,,,,,,,,,,,
1050,1373349,9/10/24,WATER MAIN BREAK,1200 CAPTAINS CT,39.4206876,-76.5794105,"1200 CAPTAINS CT, baltimore",,,,,,,,,,,,,,,,,,
1051,1373417,9/10/24,WATER JOINT LEAK,2321 DERBY RD,39.338467,-76.6559825,"2321 DERBY RD, baltimore",,,,,,,,,,,,,,,,,,
1052,1373630,9/11/24,WATER JOINT LEAK,222 NORTHWAY RD,39.462197,-76.8175627,"222 NORTHWAY RD, baltimore",,,,,,,,,,,,,,,,,,
1053,1374098,9/11/24,WATER MAIN BREAK,405 NORTH EDGEWOOD ST,39.29038,-76.61219,"405 NORTH EDGEWOOD ST, baltimore",,,,,,,,,,,,,,,,,,
1054,1374129,9/12/24,WATER MAIN BREAK,605 CLIVEDEN RD,39.3629123,-76.7282593,"605 CLIVEDEN RD, baltimore",,,,,,,,,,,,,,,,,,
1055,1374136,9/12/24,WATER MAIN BREAK,1921 GRINNALDS AVE,39.2669435,-76.6506681,"1921 GRINNALDS AVE, baltimore",,,,,,,,,,,,,,,,,,
1056,1374276,9/12/24,WATER JOINT LEAK,32 CINDER RD,39.4402695,-76.6224415,"32 CINDER RD, baltimore",,,,,,,,,,,,,,,,,,
1057,1374326,9/12/24,WATER MAIN BREAK,926 CATAWBA CT,39.2391122,-76.6505442,"926 CATAWBA CT, baltimore",,,,,,,,,,,,,,,,,,
1058,1374346,9/12/24,WATER MAIN BREAK,3804 ARBUTUS AVE,39.3471665,-76.7219353,"3804 ARBUTUS AVE, baltimore",,,,,,,,,,,,,,,,,,
1059,1374421,9/12/24,WATER MAIN BREAK,800 EAST 33RD ST,39.3286856,-76.604873,"800 EAST 33RD ST, baltimore",,,,,,,,,,,,,,,,,,
1060,1374495,9/13/24,WATER MAIN BREAK,2207 WOODBOURNE AVE,39.35598,-76.5704934,"2207 WOODBOURNE AVE, baltimore",,,,,,,,,,,,,,,,,,
1061,1374609,9/13/24,WATER MAIN BREAK,MANNASOTA AVE AND MORAVIA RD,39.29038,-76.61219,"MANNASOTA AVE AND MORAVIA RD, baltimore",,,,,,,,,,,,,,,,,,
1062,1374663,9/13/24,WATER MAIN BREAK,606 CLIVEDEN RD,39.3627874,-76.728812,"606 CLIVEDEN RD, baltimore",,,,,,,,,,,,,,,,,,
1063,1374785,9/13/24,WATER MAIN BREAK,600 NEWINGTON AVE,39.314651,-76.628232,"600 NEWINGTON AVE, baltimore",,,,,,,,,,,,,,,,,,
1064,1374789,9/13/24,WATER MAIN BREAK,8034 HIGHPOINT RD,39.3822464,-76.552625,"8034 HIGHPOINT RD, baltimore",,,,,,,,,,,,,,,,,,
1065,1374894,9/14/24,WATER MAIN BREAK,32 CINDER RD,39.4402695,-76.6224415,"32 CINDER RD, baltimore",,,,,,,,,,,,,,,,,,
1066,1374941,9/15/24,WATER MAIN BREAK,5807 DALE RD,39.3651974,-76.6696629,"5807 DALE RD, baltimore",,,,,,,,,,,,,,,,,,
1067,1374945,9/15/24,WATER MAIN BREAK,3114 NORTHWAY DR,39.3627898,-76.5472397,"3114 NORTHWAY DR, baltimore",,,,,,,,,,,,,,,,,,
1068,1374946,9/15/24,WATER MAIN BREAK,WILKENS AVE HILLTOP RD,39.29038,-76.61219,"WILKENS AVE HILLTOP RD, baltimore",,,,,,,,,,,,,,,,,,
1069,1374955,9/15/24,WATER MAIN BREAK,3 SCHLOSS CT,39.4017334,-76.6938222,"3 SCHLOSS CT, baltimore",,,,,,,,,,,,,,,,,,
1070,1374967,9/15/24,WATER MAIN BREAK,3 KIRK HILL CT,39.2820454,-76.7749829,"3 KIRK HILL CT, baltimore",,,,,,,,,,,,,,,,,,
1071,1375122,9/16/24,WATER MAIN BREAK,4002 SANLEE RD,39.3798672,-76.7884973,"4002 SANLEE RD, baltimore",,,,,,,,,,,,,,,,,,
1072,1375250,9/16/24,WATER MAIN BREAK,2529 DENISON ST,39.315847,-76.6742586,"2529 DENISON ST, baltimore",,,,,,,,,,,,,,,,,,
1073,1375271,9/17/24,WATER MAIN BREAK,8022 OLD PHILADELPHIA RD,39.3217552,-76.5114547,"8022 OLD PHILADELPHIA RD, baltimore",,,,,,,,,,,,,,,,,,
1074,1375288,9/17/24,WATER MAIN BREAK,3510 WEST GARRISON AVE,39.3455289,-76.6770152,"3510 WEST GARRISON AVE, baltimore",,,,,,,,,,,,,,,,,,
1075,1375297,9/17/24,WATER MAIN BREAK,1 UNIVERSITY AVE,39.2694316,-76.7106761,"1 UNIVERSITY AVE, baltimore",,,,,,,,,,,,,,,,,,
1076,1375306,9/17/24,WATER MAIN BREAK,331 STAFFORD DR,39.2673727,-76.7095225,"331 STAFFORD DR, baltimore",,,,,,,,,,,,,,,,,,
1077,1375309,9/17/24,WATER MAIN BREAK,3916 WEST STRATHMORE AVE,39.355301,-76.697595,"3916 WEST STRATHMORE AVE, baltimore",,,,,,,,,,,,,,,,,,
1078,1375315,9/17/24,WATER MAIN BREAK,12 ARKLA CT,39.2715126,-76.7131951,"12 ARKLA CT, baltimore",,,,,,,,,,,,,,,,,,
1079,1375325,9/17/24,WATER MAIN BREAK,328 WEST KENWOOD AVE,39.263896,-76.7110021,"328 WEST KENWOOD AVE, baltimore",,,,,,,,,,,,,,,,,,
1080,1375426,9/17/24,WATER JOINT LEAK,205 ROSEWOOD AVE,39.2747562,-76.7508505,"205 ROSEWOOD AVE, baltimore",,,,,,,,,,,,,,,,,,
1081,1375443,9/17/24,WATER MAIN BREAK,607 SOUTH ROBINSON ST,39.2849856,-76.5719986,"607 SOUTH ROBINSON ST, baltimore",,,,,,,,,,,,,,,,,,
1082,1375444,9/17/24,WATER JOINT LEAK,21 TANGLEWOOD RD,39.2708253,-76.7145274,"21 TANGLEWOOD RD, baltimore",,,,,,,,,,,,,,,,,,
1083,1375510,9/17/24,WATER MAIN BREAK,4010 WEST BELVEDERE AVE,39.344099,-76.6829108,"4010 WEST BELVEDERE AVE, baltimore",,,,,,,,,,,,,,,,,,
1084,1375597,9/18/24,WATER MAIN BREAK,5724 GREENSPRING AVE,39.3624935,-76.6686736,"5724 GREENSPRING AVE, baltimore",,,,,,,,,,,,,,,,,,
1085,1375599,9/18/24,WATER MAIN BREAK,6500 KRIEL ST,39.3208597,-76.7321979,"6500 KRIEL ST, baltimore",,,,,,,,,,,,,,,,,,
1086,1375608,9/18/24,WATER JOINT LEAK,1301 GATEFIELD RD,39.2928453,-76.7552529,"1301 GATEFIELD RD, baltimore",,,,,,,,,,,,,,,,,,
1087,1375631,9/18/24,WATER MAIN BREAK,2830 MARNAT RD,39.3729957,-76.6941628,"2830 MARNAT RD, baltimore",,,,,,,,,,,,,,,,,,
1088,1375667,9/18/24,WATER MAIN BREAK,130 BRIGHTSIDE AVE,39.3689153,-76.7240473,"130 BRIGHTSIDE AVE, baltimore",,,,,,,,,,,,,,,,,,
1089,1375690,9/18/24,WATER JOINT LEAK,8100 OLD PHILADELPHIA RD,39.3222429,-76.510205,"8100 OLD PHILADELPHIA RD, baltimore",,,,,,,,,,,,,,,,,,
1090,1375811,9/18/24,WATER MAIN BREAK,2600 BLK BANISTER RD,39.29038,-76.61219,"2600 BLK BANISTER RD, baltimore",,,,,,,,,,,,,,,,,,
1091,1375846,9/18/24,WATER MAIN BREAK,3500 BLK WOODSTOCK AVE,39.29038,-76.61219,"3500 BLK WOODSTOCK AVE, baltimore",,,,,,,,,,,,,,,,,,
1092,1375872,9/19/24,WATER MAIN BREAK,827 BLK NORTH PULASKI ST,39.29038,-76.61219,"827 BLK NORTH PULASKI ST, baltimore",,,,,,,,,,,,,,,,,,
1093,1376014,9/19/24,WATER MAIN BREAK,510 DEACON BROOK CIR,39.4594608,-76.8074922,"510 DEACON BROOK CIR, baltimore",,,,,,,,,,,,,,,,,,
1094,1376245,9/19/24,WATER MAIN BREAK,EAST LANVALE SAINT AND HARFORD AVE,39.29038,-76.61219,"EAST LANVALE SAINT AND HARFORD AVE, baltimore",,,,,,,,,,,,,,,,,,
1095,1377412,9/19/24,WATER JOINT LEAK,13 NORTH FULTON AVE,39.2887419,-76.6449893,"13 NORTH FULTON AVE, baltimore",,,,,,,,,,,,,,,,,,
1096,1378242,9/21/24,WATER MAIN BREAK,2001 GREENGAGE RD,39.3144782,-76.7596868,"2001 GREENGAGE RD, baltimore",,,,,,,,,,,,,,,,,,
1097,1378288,9/21/24,WATER MAIN BREAK,3325 WEST BELVEDERE AVE,39.3477453,-76.6772773,"3325 WEST BELVEDERE AVE, baltimore",,,,,,,,,,,,,,,,,,
1098,1378480,9/23/24,WATER JOINT LEAK,926 CATAWBA CT,39.2391122,-76.6505442,"926 CATAWBA CT, baltimore",,,,,,,,,,,,,,,,,,
1099,1378503,9/23/24,WATER MAIN BREAK,7001 OLD HARFORD RD,39.368983,-76.555248,"7001 OLD HARFORD RD, baltimore",,,,,,,,,,,,,,,,,,
1100,1378794,9/24/24,WATER JOINT LEAK,2000 GRIFFIS AVE,39.2668992,-76.6498333,"2000 GRIFFIS AVE, baltimore",,,,,,,,,,,,,,,,,,
1101,1378813,9/24/24,WATER MAIN BREAK,8100 OLD PHILADELPHIA RD,39.3222429,-76.510205,"8100 OLD PHILADELPHIA RD, baltimore",,,,,,,,,,,,,,,,,,
1102,1378970,9/24/24,WATER MAIN BREAK,222 EAST SARATOGA ST,39.2926337,-76.6116176,"222 EAST SARATOGA ST, baltimore",,,,,,,,,,,,,,,,,,
1103,1379020,9/25/24,WATER MAIN BREAK,1216 QUANTRIL WAY,39.3076759,-76.5521897,"1216 QUANTRIL WAY, baltimore",,,,,,,,,,,,,,,,,,
1104,1379483,9/26/24,WATER JOINT LEAK,938 BENNETT PL,39.29508,-76.6333984,"938 BENNETT PL, baltimore",,,,,,,,,,,,,,,,,,
1105,1379502,9/26/24,WATER MAIN BREAK,6500 KRIEL ST,39.3208597,-76.7321979,"6500 KRIEL ST, baltimore",,,,,,,,,,,,,,,,,,
1106,1379535,9/26/24,WATER MAIN BREAK,5210 SIPPLE AVE,39.3307814,-76.545796,"5210 SIPPLE AVE, baltimore",,,,,,,,,,,,,,,,,,
1107,1379615,9/27/24,WATER MAIN BREAK,3020 NIEMAN AVE,39.2560212,-76.654862,"3020 NIEMAN AVE, baltimore",,,,,,,,,,,,,,,,,,
1108,1379620,9/27/24,WATER MAIN BREAK,EVESHAM AVE AND MARJORIE LN,39.29038,-76.61219,"EVESHAM AVE AND MARJORIE LN, baltimore",,,,,,,,,,,,,,,,,,
1109,1379698,9/27/24,WATER JOINT LEAK,3 NORTH KRESSON ST,39.2932716,-76.5598073,"3 NORTH KRESSON ST, baltimore",,,,,,,,,,,,,,,,,,
1110,1379710,9/27/24,WATER JOINT LEAK,GABLE AVE AND WHITTINGTON AVE,39.29038,-76.61219,"GABLE AVE AND WHITTINGTON AVE, baltimore",,,,,,,,,,,,,,,,,,
1111,1379820,9/28/24,WATER MAIN BREAK,7800 NEW BATTLE GROVE RD,39.2633521,-76.4692136,"7800 NEW BATTLE GROVE RD, baltimore",,,,,,,,,,,,,,,,,,
1112,1379836,9/28/24,WATER MAIN BREAK,3512 CLIFTON AVE,39.311233,-76.6774951,"3512 CLIFTON AVE, baltimore",,,,,,,,,,,,,,,,,,
1113,1379841,9/28/24,WATER MAIN BREAK,7209 GOLDEN RING RD,39.3303243,-76.4807423,"7209 GOLDEN RING RD, baltimore",,,,,,,,,,,,,,,,,,
1114,1379843,9/28/24,WATER MAIN BREAK,4048 SAINT AUGUSTINE LN AND SAINT MONICA DR,39.29038,-76.61219,"4048 SAINT AUGUSTINE LN AND SAINT MONICA DR, baltimore",,,,,,,,,,,,,,,,,,
1115,1379855,9/28/24,WATER MAIN BREAK,100 SOUTH WASHINGTON ST,39.290455,-76.5893255,"100 SOUTH WASHINGTON ST, baltimore",,,,,,,,,,,,,,,,,,
1116,1379860,9/28/24,WATER MAIN BREAK,7800 EAST BATTLE GROVE RD,39.2640718,-76.4722846,"7800 EAST BATTLE GROVE RD, baltimore",,,,,,,,,,,,,,,,,,
1117,1379871,9/29/24,WATER MAIN BREAK,3100 NIEMAN AVE,39.2559966,-76.6551984,"3100 NIEMAN AVE, baltimore",,,,,,,,,,,,,,,,,,
1118,1379882,9/29/24,WATER MAIN BREAK,2800 ESSEX RD,39.328195,-76.729766,"2800 ESSEX RD, baltimore",,,,,,,,,,,,,,,,,,
1119,1380005,9/30/24,WATER JOINT LEAK,100 SOUTH WASHINGTON ST,39.290455,-76.5893255,"100 SOUTH WASHINGTON ST, baltimore",,,,,,,,,,,,,,,,,,
1120,1380038,9/30/24,WATER MAIN BREAK,4618 RASPE AVE,39.3488271,-76.5252625,"4618 RASPE AVE, baltimore",,,,,,,,,,,,,,,,,,
1121,1380126,9/30/24,WATER MAIN BREAK,3100 EAST BIDDLE ST,39.3052775,-76.5737577,"3100 EAST BIDDLE ST, baltimore",,,,,,,,,,,,,,,,,,
1122,1380147,9/30/24,WATER MAIN BREAK,508 NORTH ROSE ST,39.2972017,-76.5816326,"508 NORTH ROSE ST, baltimore",,,,,,,,,,,,,,,,,,
1123,1380347,10/1/24,WATER MAIN BREAK,2236 WEST SARATOGA ST,39.2919736,-76.6529312,"2236 WEST SARATOGA ST, baltimore",,,,,,,,,,,,,,,,,,
1124,1380477,10/2/24,WATER MAIN BREAK,938 BENNETT PL,39.29508,-76.6333984,"938 BENNETT PL, baltimore",,,,,,,,,,,,,,,,,,
1125,1380493,10/2/24,WATER JOINT LEAK,5 DOE HILL CT,39.2959486,-76.7555149,"5 DOE HILL CT, baltimore",,,,,,,,,,,,,,,,,,
1126,1380669,10/3/24,WATER JOINT LEAK,4419 LINKWOOD RD,39.3445897,-76.6248874,"4419 LINKWOOD RD, baltimore",,,,,,,,,,,,,,,,,,
1127,1381101,10/3/24,WATER JOINT LEAK,3030 NIEMAN AVE,39.2559323,-76.654294,"3030 NIEMAN AVE, baltimore",,,,,,,,,,,,,,,,,,
1128,1381182,10/4/24,WATER MAIN BREAK,1224 DELLWOOD AVE,39.3337061,-76.6370562,"1224 DELLWOOD AVE, baltimore",,,,,,,,,,,,,,,,,,
1129,1381207,10/4/24,WATER MAIN BREAK,1227 DELLWOOD AVE,39.3334947,-76.6368762,"1227 DELLWOOD AVE, baltimore",,,,,,,,,,,,,,,,,,
1130,1381212,10/4/24,WATER MAIN BREAK,3020 NIEMAN AVE,39.2560212,-76.654862,"3020 NIEMAN AVE, baltimore",,,,,,,,,,,,,,,,,,
1131,1381357,10/4/24,WATER MAIN BREAK,5600 WHITBY RD,39.3360869,-76.5300098,"5600 WHITBY RD, baltimore",,,,,,,,,,,,,,,,,,
1132,1381362,10/4/24,WATER MAIN BREAK,1256 GREYSTONE RD,39.3331177,-76.5990271,"1256 GREYSTONE RD, baltimore",,,,,,,,,,,,,,,,,,
1133,1381364,10/4/24,WATER JOINT LEAK,1624 CHARMUTH RD,39.4288055,-76.6144322,"1624 CHARMUTH RD, baltimore",,,,,,,,,,,,,,,,,,
1134,1381378,10/4/24,WATER MAIN BREAK,1256 GREYSTONE RD,39.3331177,-76.5990271,"1256 GREYSTONE RD, baltimore",,,,,,,,,,,,,,,,,,
1135,1381416,10/4/24,WATER MAIN BREAK,1622 TREBOR CT,39.4263684,-76.6285664,"1622 TREBOR CT, baltimore",,,,,,,,,,,,,,,,,,
1136,1381444,10/5/24,WATER MAIN BREAK,NORTH BENTALOU SAINT WEST SARATOGA ST,39.29038,-76.61219,"NORTH BENTALOU SAINT WEST SARATOGA ST, baltimore",,,,,,,,,,,,,,,,,,
1137,1381450,10/5/24,WATER MAIN BREAK,505 NORTH LINWOOD AVE,39.2971436,-76.5763046,"505 NORTH LINWOOD AVE, baltimore",,,,,,,,,,,,,,,,,,
1138,1381504,10/5/24,WATER MAIN BREAK,1258 GREYSTONE RD,39.3331173,-76.599024,"1258 GREYSTONE RD, baltimore",,,,,,,,,,,,,,,,,,
1139,1381524,10/6/24,WATER MAIN BREAK,1256 CIRCLE DR,39.2539922,-76.6945118,"1256 CIRCLE DR, baltimore",,,,,,,,,,,,,,,,,,
1140,1381558,10/7/24,WATER MAIN BREAK,5505 ANTHONY AVE,39.3376698,-76.5446184,"5505 ANTHONY AVE, baltimore",,,,,,,,,,,,,,,,,,
1141,1381602,10/7/24,WATER MAIN BREAK,2907 TANEY RD,39.362934,-76.6851232,"2907 TANEY RD, baltimore",,,,,,,,,,,,,,,,,,
1142,1381616,10/7/24,WATER MAIN BREAK,403 CHURCH LN,39.3499193,-76.634187,"403 CHURCH LN, baltimore",,,,,,,,,,,,,,,,,,
1143,1381686,10/7/24,WATER MAIN BREAK,1210 ROBIN HOOD CIR,39.4148875,-76.639637,"1210 ROBIN HOOD CIR, baltimore",,,,,,,,,,,,,,,,,,
1144,1381831,10/7/24,WATER MAIN BREAK,4 EASTSHIP RD,39.2604354,-76.5192002,"4 EASTSHIP RD, baltimore",,,,,,,,,,,,,,,,,,
1145,1381837,10/7/24,WATER MAIN BREAK,2927 DELAWARE AVE,39.2309889,-76.6381248,"2927 DELAWARE AVE, baltimore",,,,,,,,,,,,,,,,,,
1146,1381859,10/8/24,WATER JOINT LEAK,620 NORTH CAROLINE ST,39.2973616,-76.5978046,"620 NORTH CAROLINE ST, baltimore",,,,,,,,,,,,,,,,,,
1147,1381861,10/8/24,WATER MAIN BREAK,4416 EASTWAY,39.3447651,-76.6118569,"4416 EASTWAY, baltimore",,,,,,,,,,,,,,,,,,
1148,1381965,10/8/24,WATER MAIN BREAK,4816 BUCKS SCHOOLHOUSE RD,39.3715937,-76.4871269,"4816 BUCKS SCHOOLHOUSE RD, baltimore",,,,,,,,,,,,,,,,,,
1149,1381972,10/8/24,WATER MAIN BREAK,2229 PHILLIPS RD,39.2755387,-76.4026834,"2229 PHILLIPS RD, baltimore",,,,,,,,,,,,,,,,,,
1150,1382008,10/8/24,WATER MAIN BREAK,7926 SHIRLEY AVE,39.317718,-76.5134125,"7926 SHIRLEY AVE, baltimore",,,,,,,,,,,,,,,,,,
1151,1382067,10/8/24,WATER MAIN BREAK,101 SOUTH WASHINGTON ST,39.2902421,-76.5888424,"101 SOUTH WASHINGTON ST, baltimore",,,,,,,,,,,,,,,,,,
1152,1382146,10/9/24,WATER MAIN BREAK,4 SOUTH EXETER ST,39.290267,-76.6031366,"4 SOUTH EXETER ST, baltimore",,,,,,,,,,,,,,,,,,
1153,1382253,10/9/24,WATER MAIN BREAK,402 BACK RIVER NECK RD,39.3002816,-76.4376574,"402 BACK RIVER NECK RD, baltimore",,,,,,,,,,,,,,,,,,
1154,1382389,10/9/24,WATER MAIN BREAK,SOUTH EXETER SAINT EAST BALTIMORE ST,39.29038,-76.61219,"SOUTH EXETER SAINT EAST BALTIMORE ST, baltimore",,,,,,,,,,,,,,,,,,
1155,1382542,10/10/24,WATER MAIN BREAK,3545 5TH ST,39.2373547,-76.6033201,"3545 5TH ST, baltimore",,,,,,,,,,,,,,,,,,
1156,1382629,10/10/24,WATER MAIN BREAK,REISTERSTOWN RD AND HAYWARD AVE,39.29038,-76.61219,"REISTERSTOWN RD AND HAYWARD AVE, baltimore",,,,,,,,,,,,,,,,,,
1157,1382674,10/10/24,WATER MAIN BREAK,1210 RIDERVALE RD,39.4152528,-76.6409138,"1210 RIDERVALE RD, baltimore",,,,,,,,,,,,,,,,,,
1158,1382680,10/11/24,WATER MAIN BREAK,1302 CHESAPEAKE AVE,39.2372625,-76.5873911,"1302 CHESAPEAKE AVE, baltimore",,,,,,,,,,,,,,,,,,
1159,1382737,10/11/24,WATER MAIN BREAK,2911 VULCAN RD,39.2800385,-76.4851414,"2911 VULCAN RD, baltimore",,,,,,,,,,,,,,,,,,
1160,1382877,10/11/24,WATER MAIN BREAK,1714 RAMSAY ST,39.2833387,-76.6443188,"1714 RAMSAY ST, baltimore",,,,,,,,,,,,,,,,,,
1161,1382888,10/12/24,WATER MAIN BREAK,101 ORVILLE RD,39.3242326,-76.4491025,"101 ORVILLE RD, baltimore",,,,,,,,,,,,,,,,,,
1162,1382894,10/12/24,WATER MAIN BREAK,7809 DEBOY AVE,39.2725466,-76.4794321,"7809 DEBOY AVE, baltimore",,,,,,,,,,,,,,,,,,
1163,1382905,10/12/24,WATER MAIN BREAK,45 ROBIN RIDGE CT,39.3999201,-76.5277653,"45 ROBIN RIDGE CT, baltimore",,,,,,,,,,,,,,,,,,
1164,1382935,10/13/24,WATER MAIN BREAK,7027 MINNOW BRANCH RD,39.3526177,-76.3744946,"7027 MINNOW BRANCH RD, baltimore",,,,,,,,,,,,,,,,,,
1165,1382965,10/13/24,WATER MAIN BREAK,3024 DUNGLOW RD,39.2538415,-76.5194333,"3024 DUNGLOW RD, baltimore",,,,,,,,,,,,,,,,,,
1166,1383003,10/14/24,WATER MAIN BREAK,2854 RAYNER AVE,39.2963995,-76.6641777,"2854 RAYNER AVE, baltimore",,,,,,,,,,,,,,,,,,
1167,1383075,10/15/24,WATER MAIN BREAK,3 KIRK HILL CT,39.2820454,-76.7749829,"3 KIRK HILL CT, baltimore",,,,,,,,,,,,,,,,,,
1168,1383218,10/15/24,WATER MAIN BREAK,1503 SHERBROOK RD,39.4261328,-76.5988682,"1503 SHERBROOK RD, baltimore",,,,,,,,,,,,,,,,,,
1169,1383282,10/16/24,WATER JOINT LEAK,5 MONROE FIELD CT,39.291651,-76.7536714,"5 MONROE FIELD CT, baltimore",,,,,,,,,,,,,,,,,,
1170,1383394,10/16/24,WATER JOINT LEAK,3809 TERKA CIR,39.377713,-76.7955419,"3809 TERKA CIR, baltimore",,,,,,,,,,,,,,,,,,
1171,1383477,10/16/24,WATER MAIN BREAK,1527 HOLBROOK ST,39.3077124,-76.6029654,"1527 HOLBROOK ST, baltimore",,,,,,,,,,,,,,,,,,
1172,1383501,10/16/24,WATER MAIN BREAK,1754 BURNHAM RD,39.2589547,-76.4683309,"1754 BURNHAM RD, baltimore",,,,,,,,,,,,,,,,,,
1173,1383568,10/17/24,WATER MAIN BREAK,WEST CENTRE SAINT AND PARK AVE,39.29038,-76.61219,"WEST CENTRE SAINT AND PARK AVE, baltimore",,,,,,,,,,,,,,,,,,
1174,1383677,10/17/24,WATER MAIN BREAK,310 NORTH FULTON AVE,39.2924299,-76.6456778,"310 NORTH FULTON AVE, baltimore",,,,,,,,,,,,,,,,,,
1175,1383733,10/17/24,WATER MAIN BREAK,1113 PELHAM WOOD RD,39.29038,-76.61219,"1113 PELHAM WOOD RD, baltimore",,,,,,,,,,,,,,,,,,
1176,1383955,10/18/24,WATER MAIN BREAK,STANSBURY RD AND CHESTERWOOD RD,39.29038,-76.61219,"STANSBURY RD AND CHESTERWOOD RD, baltimore",,,,,,,,,,,,,,,,,,
1177,1384081,10/19/24,WATER MAIN BREAK,3930 DUVALL AVE,39.3191032,-76.6857952,"3930 DUVALL AVE, baltimore",,,,,,,,,,,,,,,,,,
1178,1384083,10/19/24,WATER MAIN BREAK,3 MILL POOL CT,39.2973626,-76.772198,"3 MILL POOL CT, baltimore",,,,,,,,,,,,,,,,,,
1179,1384096,10/19/24,WATER MAIN BREAK,14 LITTLE BROOK CT,39.312703,-76.7695404,"14 LITTLE BROOK CT, baltimore",,,,,,,,,,,,,,,,,,
1180,1384110,10/20/24,WATER MAIN BREAK,4700 FALLS RD,39.346813,-76.641485,"4700 FALLS RD, baltimore",,,,,,,,,,,,,,,,,,
1181,1384134,10/20/24,WATER MAIN BREAK,729 BROOKWOOD RD,39.2962229,-76.7022957,"729 BROOKWOOD RD, baltimore",,,,,,,,,,,,,,,,,,
1182,1384155,10/21/24,WATER MAIN BREAK,2009 RUSSELL AVE,39.3205986,-76.7299258,"2009 RUSSELL AVE, baltimore",,,,,,,,,,,,,,,,,,
1183,1384199,10/21/24,WATER MAIN BREAK,260 WEST DICKMAN ST,39.262841,-76.619978,"260 WEST DICKMAN ST, baltimore",,,,,,,,,,,,,,,,,,
1184,1384286,10/21/24,WATER JOINT LEAK,2040 EAST 32ND ST,39.3280556,-76.5850412,"2040 EAST 32ND ST, baltimore",,,,,,,,,,,,,,,,,,
1185,1384388,10/21/24,WATER MAIN BREAK,MAPLE AVE ROLAND AVE,39.29038,-76.61219,"MAPLE AVE ROLAND AVE, baltimore",,,,,,,,,,,,,,,,,,
1186,1384403,10/21/24,WATER MAIN BREAK,3010 DUNMORE RD,39.2549273,-76.5193964,"3010 DUNMORE RD, baltimore",,,,,,,,,,,,,,,,,,
1187,1384448,10/22/24,WATER JOINT LEAK,2040 EAST 32ND ST,39.3280556,-76.5850412,"2040 EAST 32ND ST, baltimore",,,,,,,,,,,,,,,,,,
1188,1384484,10/22/24,WATER MAIN BREAK,2009 RUSSELL AVE,39.3205986,-76.7299258,"2009 RUSSELL AVE, baltimore",,,,,,,,,,,,,,,,,,
1189,1384538,10/22/24,WATER JOINT LEAK,1957 BELL AVE,39.2383535,-76.6762993,"1957 BELL AVE, baltimore",,,,,,,,,,,,,,,,,,
1190,1384720,10/23/24,WATER MAIN BREAK,1901 HALETHORPE FARMS RD,39.2332821,-76.6871201,"1901 HALETHORPE FARMS RD, baltimore",,,,,,,,,,,,,,,,,,
1191,1384806,10/23/24,WATER MAIN BREAK,158 NORTH LINWOOD AVE,39.2948435,-76.5766989,"158 NORTH LINWOOD AVE, baltimore",,,,,,,,,,,,,,,,,,
1192,1384812,10/23/24,WATER MAIN BREAK,2913 EAST STRATHMORE AVE,39.3490519,-76.5651758,"2913 EAST STRATHMORE AVE, baltimore",,,,,,,,,,,,,,,,,,
1193,1384843,10/23/24,WATER MAIN BREAK,3 WHITFIELD RD,39.3439979,-76.6234605,"3 WHITFIELD RD, baltimore",,,,,,,,,,,,,,,,,,
1194,1384852,10/23/24,WATER JOINT LEAK,5721 GREENSPRING AVE,39.3627771,-76.6681337,"5721 GREENSPRING AVE, baltimore",,,,,,,,,,,,,,,,,,
1195,1384964,10/23/24,WATER JOINT LEAK,702 PORTLAND ST,39.2852981,-76.6260125,"702 PORTLAND ST, baltimore",,,,,,,,,,,,,,,,,,
1196,1384980,10/24/24,WATER MAIN BREAK,1915 LINCOLN AVE,39.2407005,-76.6774736,"1915 LINCOLN AVE, baltimore",,,,,,,,,,,,,,,,,,
1197,1384981,10/24/24,WATER MAIN BREAK,1103 ROLAND HEIGHTS AVE,39.3412395,-76.6379374,"1103 ROLAND HEIGHTS AVE, baltimore",,,,,,,,,,,,,,,,,,
1198,1384987,10/24/24,WATER MAIN BREAK,1959 BELL AVE,39.2380402,-76.6761283,"1959 BELL AVE, baltimore",,,,,,,,,,,,,,,,,,
1199,1385011,10/24/24,WATER MAIN BREAK,3922 CARTHAGE RD,39.374049,-76.7747298,"3922 CARTHAGE RD, baltimore",,,,,,,,,,,,,,,,,,
1200,1385036,10/24/24,WATER MAIN BREAK,4103 HANWELL RD,39.3846754,-76.8115293,"4103 HANWELL RD, baltimore",,,,,,,,,,,,,,,,,,
1201,1385166,10/24/24,WATER JOINT LEAK,1800 ROLAND AVE,39.4055055,-76.6496343,"1800 ROLAND AVE, baltimore",,,,,,,,,,,,,,,,,,
1202,1385632,10/25/24,WATER MAIN BREAK,3 KIRK HILL CT,39.2820454,-76.7749829,"3 KIRK HILL CT, baltimore",,,,,,,,,,,,,,,,,,
1203,1385641,10/26/24,WATER MAIN BREAK,248 COLDBROOK RD,39.4427525,-76.6070896,"248 COLDBROOK RD, baltimore",,,,,,,,,,,,,,,,,,
