"","workorderid","date","description","address","address1"
"1097","1378288","9/21/2024","WATER MAIN BREAK","3325 WEST BELVEDERE AVE","3325 WEST BELVEDERE AVE, baltimore"
"1098","1378480","9/23/2024","WATER JOINT LEAK","926 CATAWBA CT","926 CATAWBA CT, baltimore"
"1099","1378503","9/23/2024","WATER MAIN BREAK","7001 OLD HARFORD RD","7001 OLD HARFORD RD, baltimore"
"1100","1378794","9/24/2024","WATER JOINT LEAK","2000 GRIFFIS AVE","2000 GRIFFIS AVE, baltimore"
"1101","1378813","9/24/2024","WATER MAIN BREAK","8100 OLD PHILADELPHIA RD","8100 OLD PHILADELPHIA RD, baltimore"
"1102","1378970","9/24/2024","WATER MAIN BREAK","222 EAST SARATOGA ST","222 EAST SARATOGA ST, baltimore"
"1103","1379020","9/25/2024","WATER MAIN BREAK","1216 QUANTRIL WAY","1216 QUANTRIL WAY, baltimore"
"1104","1379483","9/26/2024","WATER JOINT LEAK","938 BENNETT PL","938 BENNETT PL, baltimore"
"1105","1379502","9/26/2024","WATER MAIN BREAK","6500 KRIEL ST","6500 KRIEL ST, baltimore"
"1106","1379535","9/26/2024","WATER MAIN BREAK","5210 SIPPLE AVE","5210 SIPPLE AVE, baltimore"
"1107","1379615","9/27/2024","WATER MAIN BREAK","3020 NIEMAN AVE","3020 NIEMAN AVE, baltimore"
"1108","1379620","9/27/2024","WATER MAIN BREAK","EVESHAM AVE AND MARJORIE LN","EVESHAM AVE AND MARJORIE LN, baltimore"
"1109","1379698","9/27/2024","WATER JOINT LEAK","3 NORTH KRESSON ST","3 NORTH KRESSON ST, baltimore"
"1110","1379710","9/27/2024","WATER JOINT LEAK","GABLE AVE AND WHITTINGTON AVE","GABLE AVE AND WHITTINGTON AVE, baltimore"
"1111","1379820","9/28/2024","WATER MAIN BREAK","7800 NEW BATTLE GROVE RD","7800 NEW BATTLE GROVE RD, baltimore"
"1112","1379836","9/28/2024","WATER MAIN BREAK","3512 CLIFTON AVE","3512 CLIFTON AVE, baltimore"
"1113","1379841","9/28/2024","WATER MAIN BREAK","7209 GOLDEN RING RD","7209 GOLDEN RING RD, baltimore"
"1114","1379843","9/28/2024","WATER MAIN BREAK","4048 SAINT AUGUSTINE LN AND SAINT MONICA DR","4048 SAINT AUGUSTINE LN AND SAINT MONICA DR, baltimore"
"1115","1379855","9/28/2024","WATER MAIN BREAK","100 SOUTH WASHINGTON ST","100 SOUTH WASHINGTON ST, baltimore"
"1116","1379860","9/28/2024","WATER MAIN BREAK","7800 EAST BATTLE GROVE RD","7800 EAST BATTLE GROVE RD, baltimore"
"1117","1379871","9/29/2024","WATER MAIN BREAK","3100 NIEMAN AVE","3100 NIEMAN AVE, baltimore"
"1118","1379882","9/29/2024","WATER MAIN BREAK","2800 ESSEX RD","2800 ESSEX RD, baltimore"
"1119","1380005","9/30/2024","WATER JOINT LEAK","100 SOUTH WASHINGTON ST","100 SOUTH WASHINGTON ST, baltimore"
"1120","1380038","9/30/2024","WATER MAIN BREAK","4618 RASPE AVE","4618 RASPE AVE, baltimore"
"1121","1380126","9/30/2024","WATER MAIN BREAK","3100 EAST BIDDLE ST","3100 EAST BIDDLE ST, baltimore"
"1122","1380147","9/30/2024","WATER MAIN BREAK","508 NORTH ROSE ST","508 NORTH ROSE ST, baltimore"
"1123","1380347","10/1/2024","WATER MAIN BREAK","2236 WEST SARATOGA ST","2236 WEST SARATOGA ST, baltimore"
"1124","1380477","10/2/2024","WATER MAIN BREAK","938 BENNETT PL","938 BENNETT PL, baltimore"
"1125","1380493","10/2/2024","WATER JOINT LEAK","5 DOE HILL CT","5 DOE HILL CT, baltimore"
"1126","1380669","10/3/2024","WATER JOINT LEAK","4419 LINKWOOD RD","4419 LINKWOOD RD, baltimore"
"1127","1381101","10/3/2024","WATER JOINT LEAK","3030 NIEMAN AVE","3030 NIEMAN AVE, baltimore"
"1128","1381182","10/4/2024","WATER MAIN BREAK","1224 DELLWOOD AVE","1224 DELLWOOD AVE, baltimore"
"1129","1381207","10/4/2024","WATER MAIN BREAK","1227 DELLWOOD AVE","1227 DELLWOOD AVE, baltimore"
"1130","1381212","10/4/2024","WATER MAIN BREAK","3020 NIEMAN AVE","3020 NIEMAN AVE, baltimore"
"1131","1381357","10/4/2024","WATER MAIN BREAK","5600 WHITBY RD","5600 WHITBY RD, baltimore"
"1132","1381362","10/4/2024","WATER MAIN BREAK","1256 GREYSTONE RD","1256 GREYSTONE RD, baltimore"
"1133","1381364","10/4/2024","WATER JOINT LEAK","1624 CHARMUTH RD","1624 CHARMUTH RD, baltimore"
"1134","1381378","10/4/2024","WATER MAIN BREAK","1256 GREYSTONE RD","1256 GREYSTONE RD, baltimore"
"1135","1381416","10/4/2024","WATER MAIN BREAK","1622 TREBOR CT","1622 TREBOR CT, baltimore"
"1136","1381444","10/5/2024","WATER MAIN BREAK","NORTH BENTALOU SAINT WEST SARATOGA ST","NORTH BENTALOU SAINT WEST SARATOGA ST, baltimore"
"1137","1381450","10/5/2024","WATER MAIN BREAK","505 NORTH LINWOOD AVE","505 NORTH LINWOOD AVE, baltimore"
"1138","1381504","10/5/2024","WATER MAIN BREAK","1258 GREYSTONE RD","1258 GREYSTONE RD, baltimore"
"1139","1381524","10/6/2024","WATER MAIN BREAK","1256 CIRCLE DR","1256 CIRCLE DR, baltimore"
"1140","1381558","10/7/2024","WATER MAIN BREAK","5505 ANTHONY AVE","5505 ANTHONY AVE, baltimore"
"1141","1381602","10/7/2024","WATER MAIN BREAK","2907 TANEY RD","2907 TANEY RD, baltimore"
"1142","1381616","10/7/2024","WATER MAIN BREAK","403 CHURCH LN","403 CHURCH LN, baltimore"
"1143","1381686","10/7/2024","WATER MAIN BREAK","1210 ROBIN HOOD CIR","1210 ROBIN HOOD CIR, baltimore"
"1144","1381831","10/7/2024","WATER MAIN BREAK","4 EASTSHIP RD","4 EASTSHIP RD, baltimore"
"1145","1381837","10/7/2024","WATER MAIN BREAK","2927 DELAWARE AVE","2927 DELAWARE AVE, baltimore"
"1146","1381859","10/8/2024","WATER JOINT LEAK","620 NORTH CAROLINE ST","620 NORTH CAROLINE ST, baltimore"
"1147","1381861","10/8/2024","WATER MAIN BREAK","4416 EASTWAY","4416 EASTWAY, baltimore"
"1148","1381965","10/8/2024","WATER MAIN BREAK","4816 BUCKS SCHOOLHOUSE RD","4816 BUCKS SCHOOLHOUSE RD, baltimore"
"1149","1381972","10/8/2024","WATER MAIN BREAK","2229 PHILLIPS RD","2229 PHILLIPS RD, baltimore"
"1150","1382008","10/8/2024","WATER MAIN BREAK","7926 SHIRLEY AVE","7926 SHIRLEY AVE, baltimore"
"1151","1382067","10/8/2024","WATER MAIN BREAK","101 SOUTH WASHINGTON ST","101 SOUTH WASHINGTON ST, baltimore"
"1152","1382146","10/9/2024","WATER MAIN BREAK","4 SOUTH EXETER ST","4 SOUTH EXETER ST, baltimore"
"1153","1382253","10/9/2024","WATER MAIN BREAK","402 BACK RIVER NECK RD","402 BACK RIVER NECK RD, baltimore"
"1154","1382389","10/9/2024","WATER MAIN BREAK","SOUTH EXETER SAINT EAST BALTIMORE ST","SOUTH EXETER SAINT EAST BALTIMORE ST, baltimore"
"1155","1382542","10/10/2024","WATER MAIN BREAK","3545 5TH ST","3545 5TH ST, baltimore"
"1156","1382629","10/10/2024","WATER MAIN BREAK","REISTERSTOWN RD AND HAYWARD AVE","REISTERSTOWN RD AND HAYWARD AVE, baltimore"
"1157","1382674","10/10/2024","WATER MAIN BREAK","1210 RIDERVALE RD","1210 RIDERVALE RD, baltimore"
"1158","1382680","10/11/2024","WATER MAIN BREAK","1302 CHESAPEAKE AVE","1302 CHESAPEAKE AVE, baltimore"
"1159","1382737","10/11/2024","WATER MAIN BREAK","2911 VULCAN RD","2911 VULCAN RD, baltimore"
"1160","1382877","10/11/2024","WATER MAIN BREAK","1714 RAMSAY ST","1714 RAMSAY ST, baltimore"
"1161","1382888","10/12/2024","WATER MAIN BREAK","101 ORVILLE RD","101 ORVILLE RD, baltimore"
"1162","1382894","10/12/2024","WATER MAIN BREAK","7809 DEBOY AVE","7809 DEBOY AVE, baltimore"
"1163","1382905","10/12/2024","WATER MAIN BREAK","45 ROBIN RIDGE CT","45 ROBIN RIDGE CT, baltimore"
"1164","1382935","10/13/2024","WATER MAIN BREAK","7027 MINNOW BRANCH RD","7027 MINNOW BRANCH RD, baltimore"
"1165","1382965","10/13/2024","WATER MAIN BREAK","3024 DUNGLOW RD","3024 DUNGLOW RD, baltimore"
"1166","1383003","10/14/2024","WATER MAIN BREAK","2854 RAYNER AVE","2854 RAYNER AVE, baltimore"
"1167","1383075","10/15/2024","WATER MAIN BREAK","3 KIRK HILL CT","3 KIRK HILL CT, baltimore"
"1168","1383218","10/15/2024","WATER MAIN BREAK","1503 SHERBROOK RD","1503 SHERBROOK RD, baltimore"
"1169","1383282","10/16/2024","WATER JOINT LEAK","5 MONROE FIELD CT","5 MONROE FIELD CT, baltimore"
"1170","1383394","10/16/2024","WATER JOINT LEAK","3809 TERKA CIR","3809 TERKA CIR, baltimore"
"1171","1383477","10/16/2024","WATER MAIN BREAK","1527 HOLBROOK ST","1527 HOLBROOK ST, baltimore"
"1172","1383501","10/16/2024","WATER MAIN BREAK","1754 BURNHAM RD","1754 BURNHAM RD, baltimore"
"1173","1383568","10/17/2024","WATER MAIN BREAK","WEST CENTRE SAINT AND PARK AVE","WEST CENTRE SAINT AND PARK AVE, baltimore"
"1174","1383677","10/17/2024","WATER MAIN BREAK","310 NORTH FULTON AVE","310 NORTH FULTON AVE, baltimore"
"1175","1383733","10/17/2024","WATER MAIN BREAK","1113 PELHAM WOOD RD","1113 PELHAM WOOD RD, baltimore"
"1176","1383955","10/18/2024","WATER MAIN BREAK","STANSBURY RD AND CHESTERWOOD RD","STANSBURY RD AND CHESTERWOOD RD, baltimore"
"1177","1384081","10/19/2024","WATER MAIN BREAK","3930 DUVALL AVE","3930 DUVALL AVE, baltimore"
"1178","1384083","10/19/2024","WATER MAIN BREAK","3 MILL POOL CT","3 MILL POOL CT, baltimore"
"1179","1384096","10/19/2024","WATER MAIN BREAK","14 LITTLE BROOK CT","14 LITTLE BROOK CT, baltimore"
"1180","1384110","10/20/2024","WATER MAIN BREAK","4700 FALLS RD","4700 FALLS RD, baltimore"
"1181","1384134","10/20/2024","WATER MAIN BREAK","729 BROOKWOOD RD","729 BROOKWOOD RD, baltimore"
"1182","1384155","10/21/2024","WATER MAIN BREAK","2009 RUSSELL AVE","2009 RUSSELL AVE, baltimore"
"1183","1384199","10/21/2024","WATER MAIN BREAK","260 WEST DICKMAN ST","260 WEST DICKMAN ST, baltimore"
"1184","1384286","10/21/2024","WATER JOINT LEAK","2040 EAST 32ND ST","2040 EAST 32ND ST, baltimore"
"1185","1384388","10/21/2024","WATER MAIN BREAK","MAPLE AVE ROLAND AVE","MAPLE AVE ROLAND AVE, baltimore"
"1186","1384403","10/21/2024","WATER MAIN BREAK","3010 DUNMORE RD","3010 DUNMORE RD, baltimore"
"1187","1384448","10/22/2024","WATER JOINT LEAK","2040 EAST 32ND ST","2040 EAST 32ND ST, baltimore"
"1188","1384484","10/22/2024","WATER MAIN BREAK","2009 RUSSELL AVE","2009 RUSSELL AVE, baltimore"
"1189","1384538","10/22/2024","WATER JOINT LEAK","1957 BELL AVE","1957 BELL AVE, baltimore"
"1190","1384720","10/23/2024","WATER MAIN BREAK","1901 HALETHORPE FARMS RD","1901 HALETHORPE FARMS RD, baltimore"
"1191","1384806","10/23/2024","WATER MAIN BREAK","158 NORTH LINWOOD AVE","158 NORTH LINWOOD AVE, baltimore"
"1192","1384812","10/23/2024","WATER MAIN BREAK","2913 EAST STRATHMORE AVE","2913 EAST STRATHMORE AVE, baltimore"
"1193","1384843","10/23/2024","WATER MAIN BREAK","3 WHITFIELD RD","3 WHITFIELD RD, baltimore"
"1194","1384852","10/23/2024","WATER JOINT LEAK","5721 GREENSPRING AVE","5721 GREENSPRING AVE, baltimore"
"1195","1384964","10/23/2024","WATER JOINT LEAK","702 PORTLAND ST","702 PORTLAND ST, baltimore"
"1196","1384980","10/24/2024","WATER MAIN BREAK","1915 LINCOLN AVE","1915 LINCOLN AVE, baltimore"
"1197","1384981","10/24/2024","WATER MAIN BREAK","1103 ROLAND HEIGHTS AVE","1103 ROLAND HEIGHTS AVE, baltimore"
"1198","1384987","10/24/2024","WATER MAIN BREAK","1959 BELL AVE","1959 BELL AVE, baltimore"
"1199","1385011","10/24/2024","WATER MAIN BREAK","3922 CARTHAGE RD","3922 CARTHAGE RD, baltimore"
"1200","1385036","10/24/2024","WATER MAIN BREAK","4103 HANWELL RD","4103 HANWELL RD, baltimore"
"1201","1385166","10/24/2024","WATER JOINT LEAK","1800 ROLAND AVE","1800 ROLAND AVE, baltimore"
"1202","1385632","10/25/2024","WATER MAIN BREAK","3 KIRK HILL CT","3 KIRK HILL CT, baltimore"
"1203","1385641","10/26/2024","WATER MAIN BREAK","248 COLDBROOK RD","248 COLDBROOK RD, baltimore"
"1204","1385673","10/26/2024","WATER MAIN BREAK","702 PORTLAND ST","702 PORTLAND ST, baltimore"
"1205","1385707","10/27/2024","WATER MAIN BREAK","7615 FITCH LN","7615 FITCH LN, baltimore"
"1206","1385710","10/27/2024","WATER MAIN BREAK","WEST PRATT SAINT AND SOUTH ARLINGTON AVE","WEST PRATT SAINT AND SOUTH ARLINGTON AVE, baltimore"
"1207","1385728","10/27/2024","WATER MAIN BREAK","3405 FIELDING RD","3405 FIELDING RD, baltimore"
"1208","1385732","10/27/2024","WATER MAIN BREAK","6505 REDGATE CIR","6505 REDGATE CIR, baltimore"
"1209","1385764","10/28/2024","WATER MAIN BREAK","4923 ALHAMBRA AVE","4923 ALHAMBRA AVE, baltimore"
"1210","1385809","10/28/2024","WATER MAIN BREAK","3 KIRK HILL CT","3 KIRK HILL CT, baltimore"
"1211","1385870","10/28/2024","WATER MAIN BREAK","6 SMITH LN","6 SMITH LN, baltimore"
"1212","1385924","10/29/2024","WATER JOINT LEAK","16 WHITFIELD RD","16 WHITFIELD RD, baltimore"
"1213","1385957","10/29/2024","WATER MAIN BREAK","6800 DOGWOOD RD","6800 DOGWOOD RD, baltimore"
"1214","1386112","10/29/2024","WATER MAIN BREAK","438 EAST BIDDLE ST","438 EAST BIDDLE ST, baltimore"
"1215","1386166","10/29/2024","WATER JOINT LEAK","438 EAST BIDDLE ST","438 EAST BIDDLE ST, baltimore"
"1216","1386924","10/30/2024","WATER MAIN BREAK","2313 NORTH CALVERT ST","2313 NORTH CALVERT ST, baltimore"
"1217","1387358","10/30/2024","WATER MAIN BREAK","900 NORTH DUKELAND ST","900 NORTH DUKELAND ST, baltimore"
"1218","1387464","10/30/2024","WATER MAIN BREAK","2123 WHISTLER AVE","2123 WHISTLER AVE, baltimore"
"1219","1387478","10/31/2024","WATER MAIN BREAK","8 LOVELOCK CT","8 LOVELOCK CT, baltimore"
"1220","1387614","10/31/2024","WATER MAIN BREAK","2331 OLD COURT RD","2331 OLD COURT RD, baltimore"
"1221","1387658","10/31/2024","WATER JOINT LEAK","3813 TERKA CIR","3813 TERKA CIR, baltimore"
"1222","1388019","10/31/2024","WATER MAIN BREAK","FLEETWOOD AVE AND PIONEER DR","FLEETWOOD AVE AND PIONEER DR, baltimore"
"1223","1388067","11/1/2024","WATER JOINT LEAK","401 SUDBROOK LN","401 SUDBROOK LN, baltimore"
"1224","1388230","11/1/2024","WATER MAIN BREAK","4818 GREENSPRING AVE","4818 GREENSPRING AVE, baltimore"
"1225","1388233","11/1/2024","WATER MAIN BREAK","918 SOUTH CONKLING ST","918 SOUTH CONKLING ST, baltimore"
"1226","1388264","11/2/2024","WATER MAIN BREAK","3813 TERKA CIR","3813 TERKA CIR, baltimore"
"1227","1388266","11/2/2024","WATER MAIN BREAK","2025 NORTHEAST AVE","2025 NORTHEAST AVE, baltimore"
"1228","1388271","11/2/2024","WATER MAIN BREAK","3916 SHENTON RD","3916 SHENTON RD, baltimore"
"1229","1388304","11/3/2024","WATER MAIN BREAK","405 NORTH EDGEWOOD ST","405 NORTH EDGEWOOD ST, baltimore"
"1230","1388573","11/5/2024","WATER JOINT LEAK","5112 OVERDALE AVE","5112 OVERDALE AVE, baltimore"
"1231","1388616","11/5/2024","WATER MAIN BREAK","4601 NEWGATE AVE","4601 NEWGATE AVE, baltimore"
"1232","1388631","11/6/2024","WATER MAIN BREAK","1341 POPLAR AVE","1341 POPLAR AVE, baltimore"
"1233","1388760","11/6/2024","WATER MAIN BREAK","3547 NEWLAND RD","3547 NEWLAND RD, baltimore"
"1234","1388791","11/6/2024","WATER MAIN BREAK","5 ALDER DR","5 ALDER DR, baltimore"
"1235","1388849","11/6/2024","WATER MAIN BREAK","223 EAST FORT AVE","223 EAST FORT AVE, baltimore"
"1236","1388860","11/6/2024","WATER MAIN BREAK","1 LYDIA CT","1 LYDIA CT, baltimore"
"1237","1388884","11/7/2024","WATER MAIN BREAK","19 PARKWIND CT","19 PARKWIND CT, baltimore"
"1238","1388898","11/7/2024","WATER MAIN BREAK","2618 WILLOW AVE","2618 WILLOW AVE, baltimore"
"1239","1388899","11/7/2024","WATER MAIN BREAK","5633 CARTER AVE","5633 CARTER AVE, baltimore"
"1240","1388941","11/7/2024","WATER MAIN BREAK","6022 PINEHURST RD","6022 PINEHURST RD, baltimore"
"1241","1388956","11/7/2024","WATER MAIN BREAK","203 EASTRIDGE GRTH","203 EASTRIDGE GRTH, baltimore"
"1242","1388960","11/7/2024","WATER MAIN BREAK","10841 SANDRINGHAM RD","10841 SANDRINGHAM RD, baltimore"
"1243","1388964","11/7/2024","WATER MAIN BREAK","1713 ROLAND AVE","1713 ROLAND AVE, baltimore"
"1244","1388987","11/7/2024","WATER MAIN BREAK","1725 LYNNCREST RD","1725 LYNNCREST RD, baltimore"
"1245","1389095","11/7/2024","WATER JOINT LEAK","MAIN AVE AND DELAWARE PL","MAIN AVE AND DELAWARE PL, baltimore"
"1246","1389096","11/7/2024","WATER MAIN BREAK","1116 RUTLAND AVE","1116 RUTLAND AVE, baltimore"
"1247","1389106","11/7/2024","WATER MAIN BREAK","3929 BAYVILLE RD","3929 BAYVILLE RD, baltimore"
"1248","1389159","11/8/2024","WATER MAIN BREAK","4509 EAST MONUMENT ST","4509 EAST MONUMENT ST, baltimore"
"1249","1389168","11/8/2024","WATER MAIN BREAK","400 SOUTH CHAPELGATE LA","400 SOUTH CHAPELGATE LA, baltimore"
"1250","1389213","11/8/2024","WATER MAIN BREAK","7200 EASTERN AVE","7200 EASTERN AVE, baltimore"
"1251","1389299","11/8/2024","WATER MAIN BREAK","154 WINTERS LN","154 WINTERS LN, baltimore"
"1252","1389302","11/8/2024","WATER MAIN BREAK","4426 FINDLAY RD","4426 FINDLAY RD, baltimore"
"1253","1389344","11/9/2024","WATER MAIN BREAK","1404 CHARMUTH RD","1404 CHARMUTH RD, baltimore"
"1254","1389397","11/11/2024","WATER MAIN BREAK","5801 ARIZONA AVE","5801 ARIZONA AVE, baltimore"
"1255","1389407","11/11/2024","WATER MAIN BREAK","6014 MARQUETTE RD","6014 MARQUETTE RD, baltimore"
"1256","1389446","11/11/2024","WATER JOINT LEAK","2143 HARFORD RD","2143 HARFORD RD, baltimore"
"1257","1389469","11/12/2024","WATER MAIN BREAK","6311 WALTHER AVE","6311 WALTHER AVE, baltimore"
"1258","1389632","11/12/2024","WATER MAIN BREAK","ROLAND AVE AND MAPLE AVE","ROLAND AVE AND MAPLE AVE, baltimore"
"1259","1389790","11/12/2024","WATER MAIN BREAK","2003 HARMAN AVE","2003 HARMAN AVE, baltimore"
"1260","1389792","11/12/2024","WATER MAIN BREAK","5200 FREDCREST RD","5200 FREDCREST RD, baltimore"
"1261","1389962","11/13/2024","WATER MAIN BREAK","4743 IVANHOE AVE","4743 IVANHOE AVE, baltimore"
"1262","1389984","11/13/2024","WATER MAIN BREAK","240 NORTH CALVERTON RD","240 NORTH CALVERTON RD, baltimore"
"1263","1390005","11/13/2024","WATER MAIN BREAK","KAVON AVE AND SHELDON AVE","KAVON AVE AND SHELDON AVE, baltimore"
"1264","1390036","11/13/2024","WATER MAIN BREAK","21 LOCKETT CT","21 LOCKETT CT, baltimore"
"1265","1390253","11/14/2024","WATER MAIN BREAK","4715 EDMONDSON AVE","4715 EDMONDSON AVE, baltimore"
"1266","1390318","11/14/2024","WATER MAIN BREAK","239 SOUTH DUNCAN ST","239 SOUTH DUNCAN ST, baltimore"
"1267","1390347","11/14/2024","WATER MAIN BREAK","1725 ENSOR ST","1725 ENSOR ST, baltimore"
"1268","1390371","11/14/2024","WATER MAIN BREAK","1600 NORMAL AVE BALTIMORE","1600 NORMAL AVE BALTIMORE, baltimore"
"1269","1390397","11/14/2024","WATER MAIN BREAK","KAVON AVE SHELDON AVE","KAVON AVE SHELDON AVE, baltimore"
"1270","1390452","11/15/2024","WATER MAIN BREAK","601 EAST PRATT ST","601 EAST PRATT ST, baltimore"
"1271","1390575","11/15/2024","WATER MAIN BREAK","3023 FENDALL RD","3023 FENDALL RD, baltimore"
"1272","1390600","11/15/2024","WATER MAIN BREAK","21 LOCKETT CT","21 LOCKETT CT, baltimore"
"1273","1390683","11/15/2024","WATER MAIN BREAK","4713 EDMONDSON AVE","4713 EDMONDSON AVE, baltimore"
"1274","1390728","11/16/2024","WATER MAIN BREAK","FINDLAY RD AND STANWOOD AVE","FINDLAY RD AND STANWOOD AVE, baltimore"
"1275","1390729","11/16/2024","WATER MAIN BREAK","MCHENRY SAINT AND SOUTH MOUNT ST","MCHENRY SAINT AND SOUTH MOUNT ST, baltimore"
"1276","1390730","11/16/2024","WATER MAIN BREAK","6107 TRAMORE RD","6107 TRAMORE RD, baltimore"
"1277","1390736","11/16/2024","WATER MAIN BREAK","2143 HARFORD RD","2143 HARFORD RD, baltimore"
"1278","1390777","11/17/2024","WATER MAIN BREAK","63 ARVERNE CT","63 ARVERNE CT, baltimore"
"1279","1390779","11/17/2024","WATER MAIN BREAK","9406 TULSEMERE RD","9406 TULSEMERE RD, baltimore"
"1280","1390792","11/17/2024","WATER MAIN BREAK","1800 FREDERICK RD","1800 FREDERICK RD, baltimore"
"1281","1390938","11/18/2024","WATER JOINT LEAK","1500 WEST LANVALE ST","1500 WEST LANVALE ST, baltimore"
"1282","1390948","11/18/2024","WATER MAIN BREAK","260 CEDARMERE CIR","260 CEDARMERE CIR, baltimore"
"1283","1390986","11/18/2024","WATER MAIN BREAK","4733 WESTLAND BLVD","4733 WESTLAND BLVD, baltimore"
"1284","1391042","11/18/2024","WATER MAIN BREAK","2340 EUTAW PL","2340 EUTAW PL, baltimore"
"1285","1391084","11/18/2024","WATER MAIN BREAK","409 NORTH PATTERSON PARK AVE","409 NORTH PATTERSON PARK AVE, baltimore"
"1286","1391112","11/18/2024","WATER JOINT LEAK","2020 HARFORD RD","2020 HARFORD RD, baltimore"
"1287","1391115","11/18/2024","WATER MAIN BREAK","1302 MARGARETTE AVE","1302 MARGARETTE AVE, baltimore"
"1288","1391121","11/19/2024","WATER MAIN BREAK","2008 EAST PRESTON ST","2008 EAST PRESTON ST, baltimore"
"1289","1391254","11/19/2024","WATER MAIN BREAK","7707 WESTFIELD RD","7707 WESTFIELD RD, baltimore"
"1290","1391314","11/19/2024","WATER MAIN BREAK","PHILADELPHIA RD AND CHAPLEHILL DR","PHILADELPHIA RD AND CHAPLEHILL DR, baltimore"
"1291","1391419","11/19/2024","WATER MAIN BREAK","8200 PHILADELPHIA RD","8200 PHILADELPHIA RD, baltimore"
"1292","1391567","11/19/2024","WATER JOINT LEAK","2725 GWYNNS FALLS PKWY","2725 GWYNNS FALLS PKWY, baltimore"
"1293","1391595","11/19/2024","WATER MAIN BREAK","6428 CLIFTON FORGE CIR","6428 CLIFTON FORGE CIR, baltimore"
"1294","1391622","11/19/2024","WATER MAIN BREAK","6405 GOLDEN RING RD","6405 GOLDEN RING RD, baltimore"
"1295","1391647","11/19/2024","WATER MAIN BREAK","6613 GOLDEN RING RD","6613 GOLDEN RING RD, baltimore"
"1296","1391656","11/20/2024","WATER JOINT LEAK","2208 HARFORD RD","2208 HARFORD RD, baltimore"
"1297","1391662","11/20/2024","WATER MAIN BREAK","6318 IVYMOUNT RD","6318 IVYMOUNT RD, baltimore"
"1298","1391677","11/20/2024","WATER MAIN BREAK","8409 ROCKY MOUNT RD","8409 ROCKY MOUNT RD, baltimore"
"1299","1392252","11/20/2024","WATER MAIN BREAK","6405 GOLDEN RING RD","6405 GOLDEN RING RD, baltimore"
"1300","1392314","11/20/2024","WATER MAIN BREAK","8004 STANSBURY RD","8004 STANSBURY RD, baltimore"
"1301","1392737","11/20/2024","WATER MAIN BREAK","6705 GOLDEN RING RD","6705 GOLDEN RING RD, baltimore"
"1302","1393071","11/20/2024","WATER MAIN BREAK","1313 CHAPEL HILL DR","1313 CHAPEL HILL DR, baltimore"
"1303","1393072","11/20/2024","WATER MAIN BREAK","355 ENDSLEIGH AVE","355 ENDSLEIGH AVE, baltimore"
"1304","1393090","11/21/2024","WATER JOINT LEAK","2008 EAST PRESTON ST","2008 EAST PRESTON ST, baltimore"
"1305","1393240","11/21/2024","WATER MAIN BREAK","6407 GOLDEN RING RD","6407 GOLDEN RING RD, baltimore"
"1306","1393349","11/21/2024","WATER MAIN BREAK","8413 ALLISON LN","8413 ALLISON LN, baltimore"
"1307","1393352","11/22/2024","WATER MAIN BREAK","3203 GREEN KNOLL RD","3203 GREEN KNOLL RD, baltimore"
"1308","1393354","11/22/2024","WATER JOINT LEAK","2417 MOSHER ST","2417 MOSHER ST, baltimore"
"1309","1393356","11/22/2024","WATER JOINT LEAK","2431 MOSHER ST","2431 MOSHER ST, baltimore"
"1310","1393361","11/22/2024","WATER MAIN BREAK","1500 BOLTON ST","1500 BOLTON ST, baltimore"
"1311","1393386","11/22/2024","WATER MAIN BREAK","5689 UTRECHT RD","5689 UTRECHT RD, baltimore"
"1312","1393406","11/22/2024","WATER MAIN BREAK","6401 GOLDEN RING RD","6401 GOLDEN RING RD, baltimore"
"1313","1393541","11/22/2024","WATER MAIN BREAK","2020 HARFORD RD","2020 HARFORD RD, baltimore"
"1314","1393576","11/23/2024","WATER MAIN BREAK","6507 GOLDEN RING RD","6507 GOLDEN RING RD, baltimore"
"1315","1394133","11/23/2024","WATER MAIN BREAK","6109 TRAMORE RD","6109 TRAMORE RD, baltimore"
"1316","1394138","11/23/2024","WATER MAIN BREAK","2014 JOLLY RD","2014 JOLLY RD, baltimore"
"1317","1394142","11/23/2024","WATER MAIN BREAK","8241 BULLNECK RD","8241 BULLNECK RD, baltimore"
"1318","1394143","11/23/2024","WATER MAIN BREAK","5 CEDARHILL RD","5 CEDARHILL RD, baltimore"
"1319","1394158","11/24/2024","WATER MAIN BREAK","2215 SPRING LAKE DR","2215 SPRING LAKE DR, baltimore"
"1320","1394227","11/25/2024","WATER JOINT LEAK","2026 NORTHEAST AVE","2026 NORTHEAST AVE, baltimore"
"1321","1394272","11/25/2024","WATER JOINT LEAK","3701 GARDENVIEW RD","3701 GARDENVIEW RD, baltimore"
"1322","1394318","11/25/2024","WATER MAIN BREAK","4315 SLATER AVE","4315 SLATER AVE, baltimore"
"1323","1394357","11/25/2024","WATER JOINT LEAK","2215 SPRING LAKE DR","2215 SPRING LAKE DR, baltimore"
"1324","1394453","11/25/2024","WATER MAIN BREAK","4606 GOUGH BALTIMORE CITY","4606 GOUGH BALTIMORE CITY, baltimore"
"1325","1394454","11/25/2024","WATER MAIN BREAK","2 WINSTEAD CT","2 WINSTEAD CT, baltimore"
"1326","1394469","11/26/2024","WATER JOINT LEAK","2016 EAST LOMBARD ST","2016 EAST LOMBARD ST, baltimore"
